First_junc_name,err_dist,Second_junction,,,
AHH,,,,,
RHW,,,,,
KUP,,,,,
MET,,,,,
HMI,,,,,
DUI,,,,,
 , , ,,,
DUI,2.394567491,JHL,,,
DUI,,,,,
BSS,,,,,
SAG,,,,,
BZ,,,,,
SFM,,,,,
CJL,,,,,
GGKR,,,,,
LHA,,,,,
GRN,,,,,
JHL,,,,,
 , , ,,,
JHL,1.281634637,NRW,,,
JHL,,,,,
HMQ,,,,,
TUN,,,,,
KLWN,,,,,
DTN,,,,,
DHY,,,,,
NRW,,,,,
 , , ,,,
NRW,0.963133618,JIND,,,
NRW,,,,,
GSO,,,,,
UCA,,,,,
GNBA,,,,,
BZO,,,,,
JIND,,,,,
 , , ,,,
JIND,1.641688065,ROK,,,
JIND,,,,,
BSPH,,,,,
KIU,,,,,
JJT,,,,,
JNA,,,,,
KZH,,,,,
LNMA,,,,,
KHV,,,,,
SMF,,,,,
ROK,,,,,
 , , ,,,
ROK,0,ABO,,,
ROK,,,,,
ABO,,,,,
 , , ,,,
ABO,2.661931329,DBSC,,,
ABO,,,,,
KRZ,,,,,
ISM,,,,,
SPZ,,,,,
ROHN,,,,,
ASE,,,,,
BGZ,,,,,
GHE,,,,,
MQC,,,,,
NNO,,,,,
MGLP,,,,,
SSB,,,,,
DBSC,,,,,
 , , ,,,
DBSC,0,DBSI,,,
DBSC,,,,,
DBSI,,,,,
 , , ,,,
DSB,0.654053742,TKJ,,,
DSB,,,,,
NDLS,,,,,
CSB,,,,,
TKJ,,,,,
 , , ,,,
TKJ,0.446281653,NZM,,,
TKJ,,,,,
PGMD,,,,,
NZM,,,,,
 , , ,,,
ED,2.657296464,KRR,,,
ED,,,,,
CVD,,,,,
PAS,,,,,
CNY,,,,,
URL,,,,,
KMD,,,,,
NOY,,,,,
PGR,,,,,
MPLM,,,,,
KRR,,,,,
 , , ,,,
CSDR,0,KJM,,,
CSDR,,,,,
KJM,,,,,
 , , ,,,
QLN,5.63872274,XX-NCJB,,,
QLN,,,,,
IRP,,,,,
MYY,,,,,
PVU,,,,,
KFI,,,,,
EVA,,,,,
VAK,,,,,
AMY,,,,,
KVU,,,,,
CRY,,,,,
PGZ,,,,,
MQU,,,,,
KXP,,,,,
KZK,,,,,
VELI,,,,,
KCVL,,,,,
TVP,,,,,
TVC,,,,,
NEM,,,,,
BRAM,,,,,
NYY,,,,,
AMVA,,,,,
DAVM,,,,,
PASA,,,,,
KZTW,,,,,
KZT,,,,,
PYD,,,,,
ERL,,,,,
VRLR,,,,,
NJT,,,,,
XX-NCJB,,,,,
 , , ,,,
XX-NCJB,0,NCJ,,,
XX-NCJB,,,,,
NCJ,,,,,
 , , ,,,
PGT,9.540067398,POY,,,
PGT,,,,,
PGTN,,,,,
PDGM,,,,,
VDK,,,,,
KLGD,,,,,
MMDA,,,,,
MXM,,,,,
ANM,,,,,
POY,,,,,
 , , ,,,
POY,2.077524008,DG,,,
POY,,,,,
GMGM,,,,,
UDT,,,,,
MVRD,,,,,
MDKM,,,,,
PPTR,,,,,
PLNI,,,,,
CHPT,,,,,
ODC,,,,,
API,,,,,
DG,,,,,
 , , ,,,
SRR,2.596233751,NIL,,,
SRR,,,,,
VDKS,,,,,
VPZ,,,,,
KZC,,,,,
CQA,,,,,
AAM,,,,,
PKQ,,,,,
MLTR,,,,,
TUV,,,,,
TDPM,,,,,
VNB,,,,,
NIL,,,,,
 , , ,,,
XX-MAJO,2.022759031,NTVT,,,
XX-MAJO,,,,,
MAQ,,,,,
NTVT,,,,,
 , , ,,,
XX-MAJO,2.022759031,XX-MAJO,,,
XX-MAJO,,,,,
MAQ,,,,,
XX-MAJO,,,,,
 , , ,,,
GDG,1.325636434,RLP,,,
GDG,,,,,
KGX,,,,,
RLP,,,,,
 , , ,,,
RLP,1.3835284,SOQ,,,
RLP,,,,,
HAG,,,,,
SOQ,,,,,
 , , ,,,
SOQ,0.503518773,GIN,,,
SOQ,,,,,
BNA,,,,,
TALKL,,,,,
BNP,,,,,
KBL,,,,,
GIN,,,,,
 , , ,,,
GIN,0.829793252,MRB,,,
GIN,,,,,
HTNL,,,,,
MRB,,,,,
 , , ,,,
MRB,0,YY-HPTA,,,
MRB,,,,,
YY-HPTA,,,,,
 , , ,,,
HPT,1.577193658,BAY,,,
HPT,,,,,
KGW,,,,,
PKL,,,,,
BYO,,,,,
GNR,,,,,
XX-TNGC,,,,,
TNGL,,,,,
DAJ,,,,,
KDN,,,,,
BYC2,,,,,
BYC,,,,,
YY-BAYC,,,,,
BAY,,,,,
 , , ,,,
SA,2.928854293,VRI,,,
SA,,,,,
SAMT,,,,,
SXT,,,,,
SLME,,,,,
APN,,,,,
MPLI,,,,,
VGE,,,,,
ETP,,,,,
PDKM,,,,,
ATU,,,,,
TVS,,,,,
MLYR,,,,,
CHSM,,,,,
SRVT,,,,,
PRV,,,,,
KKTI,,,,,
MKSP,,,,,
VRI,,,,,
 , , ,,,
MJ,4.177776706,LUNI,,,
MJ,,,,,
RKZ,,,,,
BOM,,,,,
PMY,,,,,
KAI,,,,,
PRDH,,,,,
RT,,,,,
LUNI,,,,,
 , , ,,,
KHNP,4.388541675,VKB,,,
KHNP,,,,,
BIDR,,,,,
CHTT,,,,,
MTV,,,,,
ZB,,,,,
KOHR,,,,,
MRF,,,,,
SSPD,,,,,
GVP,,,,,
VKB,,,,,
 , , ,,,
MAQ,11.5210036,SRR,,,
MAQ,,,,,
NTVT,,,,,
TKOT,,,,,
ULL,,,,,
MJS,,,,,
UAA,,,,,
KMQ,,,,,
KGQ,,,,,
KLAD,,,,,
KQK,,,,,
BFR,,,,,
KZE,,,,,
NLE,,,,,
CHV,,,,,
CDRA,,,,,
TKQ,,,,,
PAY,,,,,
ELM,,,,,
PAZ,,,,,
KPQ,,,,,
PPNS,,,,,
VAPM,,,,,
CQL,,,,,
CAN,,,,,
CS,,,,,
ETK,,,,,
DMD,,,,,
TLY,,,,,
JGE,,,,,
MAHE,,,,,
MUKE,,,,,
NAU,,,,,
BDJ,,,,,
IGL,,,,,
PYOL,,,,,
TKT,,,,,
VEK,,,,,
QLD,,,,,
CMC,,,,,
ETR,,,,,
WH,,,,,
VLL,,,,,
CLT,,,,,
KUL,,,,,
FK,,,,,
KN,,,,,
VLI,,,,,
PGI,,,,,
TA,,,,,
TIR,,,,,
TUA,,,,,
KTU,,,,,
PEU,,,,,
PUM,,,,,
KODN,,,,,
PTB,,,,,
KRKD,,,,,
SRR,,,,,
 , , ,,,
SRR,0,SRRA,,,
SRR,,,,,
SRRA,,,,,
 , , ,,,
MNM,0.822196061,MDU,,,
MNM,,,,,
RAGM,,,,,
TPC,,,,,
TVN,,,,,
ILA,,,,,
MES,,,,,
MDU,,,,,
 , , ,,,
PBN,7.796563519,ANK,,,
PBN,,,,,
PG,,,,,
DAV,,,,,
MVO,,,,,
DGPP,,,,,
SELU,,,,,
SCO,,,,,
UPR,,,,,
PTU,,,,,
PDG,,,,,
RNE,,,,,
KODI,,,,,
SVD,,,,,
J,,,,,
BDU,,,,,
KMV,,,,,
CTH,,,,,
MKDD,,,,,
AWB,,,,,
DLB,,,,,
POZ,,,,,
LSR,,,,,
KAJG,,,,,
PSD,,,,,
RGO,,,,,
TR,,,,,
NSL,,,,,
ANK,,,,,
 , , ,,,
TPTY,13.36001594,KPD,,,
TPTY,,,,,
TPW,,,,,
CGI,,,,,
KEN,,,,,
MNPT,,,,,
PAM,,,,,
PAK,,,,,
PTT,,,,,
MWL,,,,,
CTO,,,,,
SIE,,,,,
PYX,,,,,
RAM,,,,,
BUM,,,,,
KPD,,,,,
 , , ,,,
TEN,10.06884493,TSI,,,
TEN,,,,,
TYT,,,,,
PEA,,,,,
SMD,,,,,
KARK,,,,,
VVR,,,,,
KIC,,,,,
ASD,,,,,
KIB,,,,,
AZK,,,,,
RVS,,,,,
KKY,,,,,
MTE,,,,,
PCM,,,,,
KYZ,,,,,
TSI,,,,,
 , , ,,,
GUV,1.301364068,PNQ,,,
GUV,,,,,
AMLR,,,,,
PNQ,,,,,
 , , ,,,
KKDI,4.68693506,MNM,,,
KKDI,,,,,
DKO,,,,,
KAL,,,,,
PNGI,,,,,
NTS,,,,,
SVGA,,,,,
MEKM,,,,,
MNME,,,,,
MNM,,,,,
 , , ,,,
VRI,2.928854293,SA,,,
VRI,,,,,
MKSP,,,,,
KKTI,,,,,
PRV,,,,,
SRVT,,,,,
CHSM,,,,,
MLYR,,,,,
TVS,,,,,
ATU,,,,,
PDKM,,,,,
ETP,,,,,
VGE,,,,,
MPLI,,,,,
APN,,,,,
SLME,,,,,
SXT,,,,,
SAMT,,,,,
SA,,,,,
 , , ,,,
MNM,7.108790274,VPT,,,
MNM,,,,,
KMBK,,,,,
NKK,,,,,
TCH,,,,,
APK,,,,,
MNKR,,,,,
VPT,,,,,
 , , ,,,
KOTA,3.107974913,RMA,,,
KOTA,,,,,
KTTY,,,,,
KTSC,,,,,
DKNT,,,,,
DDV,,,,,
ALNI,,,,,
DKQ,,,,,
CSRR,,,,,
RDT,,,,,
DARA,,,,,
KIW,,,,,
MKX,,,,,
RMA,,,,,
 , , ,,,
RMA,3.677882754,NAD,,,
RMA,,,,,
JHW,,,,,
DKRA,,,,,
BWM,,,,,
KRLS,,,,,
GOH,,,,,
SGZ,,,,,
HNU,,,,,
SVA,,,,,
NKH,,,,,
CMU,,,,,
TLZ,,,,,
THUR,,,,,
VMA,,,,,
LNR,,,,,
MEP,,,,,
RLK,,,,,
NAD,,,,,
 , , ,,,
BIDR,27.71649775,TLPR,,,
BIDR,,,,,
CHTT,,,,,
MTV,,,,,
ZB,,,,,
KOHR,,,,,
MRF,,,,,
SSPD,,,,,
GVP,,,,,
VKB,,,,,
CTF,,,,,
GGD,,,,,
RPK,,,,,
SKP,,,,,
NPL,,,,,
TLPR,,,,,
 , , ,,,
SC,0,STPD,,,
SC,,,,,
STPD,,,,,
 , , ,,,
STPD,3.964462312,DKC,,,
STPD,,,,,
ATC,,,,,
JOO,,,,,
VAR,,,,,
KCG,,,,,
MXT,,,,,
DQR,,,,,
YKA,,,,,
HPG,,,,,
FM,,,,,
NSVP,,,,,
BDVL,,,,,
UR,,,,,
TMX,,,,,
KOTT,,,,,
HBLN,,,,,
SHNR,,,,,
BRGL,,,,,
BABR,,,,,
RRGA,,,,,
RJAP,,,,,
GLY,,,,,
JCL,,,,,
DTP,,,,,
YNG,,,,,
MBNR,,,,,
MHBT,,,,,
MQN,,,,,
KTKA,,,,,
DKC,,,,,
 , , ,,,
DKC,4.618149287,GWD,,,
DKC,,,,,
DKUR,,,,,
KQQ,,,,,
KXI,,,,,
KONN,,,,,
WPR,,,,,
AJK,,,,,
SRNR,,,,,
ARPL,,,,,
GWD,,,,,
 , , ,,,
CCT,0.287941549,COA,,,
CCT,,,,,
COAC,,,,,
COA,,,,,
 , , ,,,
GDV,4.338223644,BVBC,,,
GDV,,,,,
OTR,,,,,
GUK,,,,,
PSLP,,,,,
PCU,,,,,
MVP,,,,,
MDVL,,,,,
KKLR,,,,,
PLVA,,,,,
AKVD,,,,,
CKV,,,,,
UNDI,,,,,
BVRT,,,,,
BVBC,,,,,
 , , ,,,
BVBC,0,BVAC,,,
BVBC,,,,,
BVAC,,,,,
 , , ,,,
BVAC,4.138755226,NDD,,,
BVAC,,,,,
VND,,,,,
LKSH,,,,,
AVLI,,,,,
MCLE,,,,,
AL,,,,,
RLG,,,,,
VPU,,,,,
TNKU,,,,,
STVA,,,,,
KLDI,,,,,
NDD,,,,,
 , , ,,,
NDL,14.0247806,YA,,,
NDL,,,,,
MADU,,,,,
BGNP,,,,,
KLKA,,,,,
SJMA,,,,,
NOSM,,,,,
SUPP,,,,,
JMDG,,,,,
PRDT,,,,,
YA,,,,,
 , , ,,,
WDC,0,WADI,,,
WDC,,,,,
WADI,,,,,
 , , ,,,
BVRM,0,BVAC,,,
BVRM,,,,,
BVAC,,,,,
 , , ,,,
PAK,10.95922447,DMM,,,
PAK,,,,,
DCU,,,,,
VLV,,,,,
MPT,,,,,
PCL,,,,,
PIL,,,,,
KCI,,,,,
VLD,,,,,
MPL,,,,,
KBA,,,,,
TAT,,,,,
BTM,,,,,
MCU,,,,,
TKU,,,,,
NCE,,,,,
NCU,,,,,
KRY,,,,,
KCM,,,,,
MVA,,,,,
MGB,,,,,
RLX,,,,,
CCI,,,,,
DMM,,,,,
 , , ,,,
DMM,10.95922447,PAK,,,
DMM,,,,,
CCI,,,,,
RLX,,,,,
MGB,,,,,
MVA,,,,,
KCM,,,,,
KRY,,,,,
NCU,,,,,
NCE,,,,,
TKU,,,,,
MCU,,,,,
BTM,,,,,
TAT,,,,,
KBA,,,,,
MPL,,,,,
VLD,,,,,
KCI,,,,,
PIL,,,,,
PCL,,,,,
MPT,,,,,
VLV,,,,,
DCU,,,,,
PAK,,,,,
 , , ,,,
BVBC,0,BVRM,,,
BVBC,,,,,
BVRM,,,,,
 , , ,,,
BVRM,5.83186207,NS,,,
BVRM,,,,,
PAGM,,,,,
SGKM,,,,,
VVM,,,,,
SVDC,,,,,
LKDU,,,,,
CTPR,,,,,
PKO,,,,,
NS,,,,,
 , , ,,,
DHNE,4.210117876,NDL,,,
DHNE,,,,,
MLK,,,,,
RGM,,,,,
BMH,,,,,
BEY,,,,,
KEF,,,,,
PNM,,,,,
NDL,,,,,
 , , ,,,
NDL,11.23338817,NLPD,,,
NDL,,,,,
NDPL,,,,,
GZL,,,,,
CMZ,,,,,
DMT,,,,,
KSTE,,,,,
GID,,,,,
YADA,,,,,
GMA,,,,,
SDV,,,,,
JBK,,,,,
CBM,,,,,
TLU,,,,,
MRK,,,,,
GJJ,,,,,
DKD,,,,,
POO,,,,,
KCD,,,,,
GKM,,,,,
CEM,,,,,
VKN,,,,,
SYM,,,,,
VLE,,,,,
SAB,,,,,
MUK,,,,,
NRT,,,,,
STUR,,,,,
NDPU,,,,,
PPM,,,,,
VMLD,,,,,
PRCA,,,,,
NLPD,,,,,
 , , ,,,
GIN,3.210609856,GGVT,,,
GIN,,,,,
BDGU,,,,,
JBGD,,,,,
CKBK,,,,,
GGVT,,,,,
 , , ,,,
TKWD,0,SUR,,,
TKWD,,,,,
SUR,,,,,
 , , ,,,
MRJ,0,VRB,,,
MRJ,,,,,
VRB,,,,,
 , , ,,,
DTVL,0,DIVA,,,
DTVL,,,,,
DIVA,,,,,
 , , ,,,
BGM,14.93683729,LWR,,,
BGM,,,,,
DUR,,,,,
IDJ,,,,,
KNP,,,,,
GNJ,,,,,
LD,,,,,
SVTN,,,,,
DEV,,,,,
NAG,,,,,
TVG,,,,,
BIE,,,,,
LWR,,,,,
 , , ,,,
GTL,1.213468161,GTLW,,,
GTL,,,,,
XX-GTLB,,,,,
GTLW,,,,,
 , , ,,,
SOQ,0,RLP,,,
SOQ,,,,,
RLP,,,,,
 , , ,,,
GDG,0,BKIT,,,
GDG,,,,,
BKIT,,,,,
 , , ,,,
RU,4.842805015,RU,,,
RU,,,,,
TCNR,,,,,
TPTY,,,,,
TCNR,,,,,
RU,,,,,
 , , ,,,
MJRI,0,XX-MJRB,,,
MJRI,,,,,
XX-MJRB,,,,,
 , , ,,,
XX-MJRB,4.970886002,MUE,,,
XX-MJRB,,,,,
MJKN,,,,,
WYCW,,,,,
WANI,,,,,
KAYR,,,,,
LNT,,,,,
PMKT,,,,,
ADB,,,,,
UMM,,,,,
TLMG,,,,,
KSAE,,,,,
ABX,,,,,
KNVT,,,,,
MDPJ,,,,,
BHBK,,,,,
DHNR,,,,,
MHMB,,,,,
SHSK,,,,,
JXN,,,,,
HEM,,,,,
KDBR,,,,,
JLG,,,,,
PRWA,,,,,
HDGR,,,,,
DVN,,,,,
TBU,,,,,
BOKR,,,,,
BMBE,,,,,
JMBL,,,,,
MUE,,,,,
 , , ,,,
ANK,0.686070072,MMR,,,
ANK,,,,,
MMRB,,,,,
MMR,,,,,
 , , ,,,
AWB,55.94348111,LTRR,,,
AWB,,,,,
MKDD,,,,,
CTH,,,,,
KMV,,,,,
BDU,,,,,
J,,,,,
SVD,,,,,
KODI,,,,,
RNE,,,,,
PDG,,,,,
PTU,,,,,
UPR,,,,,
SCO,,,,,
SELU,,,,,
DGPP,,,,,
MVO,,,,,
DAV,,,,,
PG,,,,,
PBN,,,,,
SNGR,,,,,
PKNS,,,,,
DNDI,,,,,
GNH,,,,,
WDN,,,,,
UKH,,,,,
PRLI,,,,,
GTU,,,,,
MRTY,,,,,
PNF,,,,,
KRPR,,,,,
JOA,,,,,
WDLN,,,,,
LTRR,,,,,
 , , ,,,
TEL,2.394788498,RAL,,,
TEL,,,,,
CIV,,,,,
ZPI,,,,,
VMU,,,,,
PUMU,,,,,
BQU,,,,,
POA,,,,,
RAL,,,,,
 , , ,,,
RAL,2.394788498,TEL,,,
RAL,,,,,
POA,,,,,
BQU,,,,,
PUMU,,,,,
VMU,,,,,
ZPI,,,,,
CIV,,,,,
TEL,,,,,
 , , ,,,
WST,0,VPY,,,
WST,,,,,
VPY,,,,,
 , , ,,,
SPRD,9.162753003,SPRD,,,
SPRD,,,,,
RGDA,,,,,
SPRD,,,,,
 , , ,,,
SPRD,8.707610616,KRPU,,,
SPRD,,,,,
SPAC,,,,,
KTGA,,,,,
SKPI,,,,,
BLMK,,,,,
LLGM,,,,,
RUL,,,,,
TKRI,,,,,
SGRM,,,,,
LKMR,,,,,
KKGM,,,,,
BGUA,,,,,
DMNJ,,,,,
DMRT,,,,,
KRPB,,,,,
KRPU,,,,,
 , , ,,,
CNI,4.072282197,MURI,,,
CNI,,,,,
GDBR,,,,,
JHMR,,,,,
HNSL,,,,,
LTMD,,,,,
BKKI,,,,,
TUL,,,,,
SSIA,,,,,
TRAN,,,,,
ILO,,,,,
MURI,,,,,
 , , ,,,
SNAR,0,JNRI,,,
SNAR,,,,,
JNRI,,,,,
 , , ,,,
TVTN,0,XX-CNAO,,,
TVTN,,,,,
XX-CNAO,,,,,
 , , ,,,
XX-CNAO,0,CNA,,,
XX-CNAO,,,,,
CNA,,,,,
 , , ,,,
CNA,0,XX-BECE,,,
CNA,,,,,
XX-BECE,,,,,
 , , ,,,
BEC,0,COR,,,
BEC,,,,,
COR,,,,,
 , , ,,,
COR,0,BEC,,,
COR,,,,,
BEC,,,,,
 , , ,,,
XX-BECE,0,CNA,,,
XX-BECE,,,,,
CNA,,,,,
 , , ,,,
CNA,0,XX-CNAO,,,
CNA,,,,,
XX-CNAO,,,,,
 , , ,,,
XX-CNAO,0,DET,,,
XX-CNAO,,,,,
DET,,,,,
 , , ,,,
BXLL,6.563587775,CAR,,,
BXLL,,,,,
CPU,,,,,
AGY,,,,,
CUK,,,,,
SBDR,,,,,
KHRY,,,,,
LUSA,,,,,
SKGH,,,,,
VWP,,,,,
CAR,,,,,
 , , ,,,
PTK,0,BHRL,,,
PTK,,,,,
BHRL,,,,,
 , , ,,,
BBDA,0,KSX,,,
BBDA,,,,,
KSX,,,,,
 , , ,,,
NWP,6.041566245,GNPR,,,
NWP,,,,,
TEK,,,,,
PDSN,,,,,
TMB,,,,,
GVA,,,,,
PHM,,,,,
PLH,,,,,
SPRM,,,,,
HBF,,,,,
KNGR,,,,,
LRI,,,,,
BSDR,,,,,
PLSG,,,,,
GNPR,,,,,
 , , ,,,
YY-BSPB,0,BCCB,,,
YY-BSPB,,,,,
BCCB,,,,,
 , , ,,,
XX-NKJB,0,KTE,,,
XX-NKJB,,,,,
KTE,,,,,
 , , ,,,
KTES,0,XX-NKJB,,,
KTES,,,,,
XX-NKJB,,,,,
 , , ,,,
BRND,3.089652727,CHRM,,,
BRND,,,,,
MDGR,,,,,
PRDL,,,,,
XX-CHRB,,,,,
CHRM,,,,,
 , , ,,,
GAD,4.509034345,CPH,,,
GAD,,,,,
NKCR,,,,,
NKCA,,,,,
KRBA,,,,,
URGA,,,,,
SRBA,,,,,
MWRN,,,,,
KTHD,,,,,
BPRH,,,,,
SVNI,,,,,
CPH,,,,,
 , , ,,,
SNL,0.02812881,SIR,,,
SNL,,,,,
DOA,,,,,
JSPN,,,,,
CHA,,,,,
KNN,,,,,
GVG,,,,,
SIR,,,,,
 , , ,,,
SIR,0.06522188,RPJ,,,
SIR,,,,,
SDY,,,,,
SBJ,,,,,
RPJ,,,,,
 , , ,,,
SRE,0,TPZ,,,
SRE,,,,,
TPZ,,,,,
 , , ,,,
TPZ,5.773480002,MTC,,,
TPZ,,,,,
NGL,,,,,
THJ,,,,,
DBD,,,,,
RNA,,,,,
BMHR,,,,,
MOZ,,,,,
JDW,,,,,
MSP,,,,,
KAT,,,,,
SKF,,,,,
DRLA,,,,,
PQY,,,,,
MUT,,,,,
MTC,,,,,
 , , ,,,
MTC,0.813668584,GZB,,,
MTC,,,,,
PRTP,,,,,
MUZ,,,,,
MDNR,,,,,
MUD,,,,,
DXH,,,,,
GUH,,,,,
GZN,,,,,
GZB,,,,,
 , , ,,,
SBP,1.752711446,SBPY,,,
SBP,,,,,
SBPD,,,,,
SBPY,,,,,
 , , ,,,
YY-RKSO,0,XX-RKSN,,,
YY-RKSO,,,,,
XX-RKSN,,,,,
 , , ,,,
PRDP,4.235306584,CTC,,,
PRDP,,,,,
BGDI,,,,,
BDBA,,,,,
GNJB,,,,,
RHMA,,,,,
NIN,,,,,
JSRD,,,,,
GRKN,,,,,
BNHR,,,,,
RCTC,,,,,
BDKT,,,,,
KDRP,,,,,
MTND,,,,,
CTC,,,,,
 , , ,,,
BBN,0,BJMD,,,
BBN,,,,,
BJMD,,,,,
 , , ,,,
BJMD,0.690054752,PDPH,,,
BJMD,,,,,
NOMD,,,,,
PDPH,,,,,
 , , ,,,
PDPH,4.984444591,PDPH,,,
PDPH,,,,,
DPS,,,,,
PDPH,,,,,
 , , ,,,
PDPH,9.4917161,JKPR,,,
PDPH,,,,,
JKDA,,,,,
DJHR,,,,,
MMVR,,,,,
JBCN,,,,,
BSPX,,,,,
JRLI,,,,,
NYG,,,,,
PRNR,,,,,
GADH,,,,,
KDJR,,,,,
NANR,,,,,
BSTP,,,,,
STBJ,,,,,
NKW,,,,,
HCNR,,,,,
CLDR,,,,,
SGDP,,,,,
TGRL,,,,,
TMKA,,,,,
XX-BGPB,,,,,
BGPL,,,,,
SKND,,,,,
JKPR,,,,,
 , , ,,,
XX-TLHB,0,TTPT,,,
XX-TLHB,,,,,
TTPT,,,,,
 , , ,,,
TTPT,0,TLHD,,,
TTPT,,,,,
TLHD,,,,,
 , , ,,,
LJR,4.046597262,JNRD,,,
LJR,,,,,
GRCP,,,,,
DPUR,,,,,
BWIP,,,,,
KTRK,,,,,
JNRD,,,,,
 , , ,,,
KRPU,8.707610616,SPRD,,,
KRPU,,,,,
KRPB,,,,,
DMRT,,,,,
DMNJ,,,,,
BGUA,,,,,
KKGM,,,,,
LKMR,,,,,
SGRM,,,,,
TKRI,,,,,
RUL,,,,,
LLGM,,,,,
BLMK,,,,,
SKPI,,,,,
KTGA,,,,,
SPAC,,,,,
SPRD,,,,,
 , , ,,,
KRDL,24.93660816,KRPU,,,
KRDL,,,,,
BCHL,,,,,
BHNS,,,,,
KMLR,,,,,
DWZ,,,,,
GIZ,,,,,
DBF,,,,,
KWGN,,,,,
KKLU,,,,,
KMSD,,,,,
SZY,,,,,
DMK,,,,,
BDXX,,,,,
TPQ,,,,,
KMEZ,,,,,
JDB,,,,,
NKX,,,,,
AGZ,,,,,
AGB,,,,,
KPRR,,,,,
CJS,,,,,
KDPA,,,,,
DIR,,,,,
JYP,,,,,
CTS,,,,,
MVG,,,,,
JRT,,,,,
MVF,,,,,
KRPC,,,,,
KRPU,,,,,
 , , ,,,
KRPU,8.538649203,KTV,,,
KRPU,,,,,
SUKU,,,,,
PBV,,,,,
MKRD,,,,,
BHJA,,,,,
PFU,,,,,
DPC,,,,,
GPJ,,,,,
ARK,,,,,
ARKV,,,,,
SMLG,,,,,
KVLS,,,,,
BGHU,,,,,
CMDP,,,,,
TXD,,,,,
SLPM,,,,,
BDVR,,,,,
SUP,,,,,
LVK,,,,,
MVW,,,,,
KTV,,,,,
 , , ,,,
PNVL,1.148044604,BEPR,,,
PNVL,,,,,
KNDS,,,,,
MANR,,,,,
KHAG,,,,,
BEPR,,,,,
 , , ,,,
BEPR,0,SWDV,,,
BEPR,,,,,
SWDV,,,,,
 , , ,,,
SWDV,0.085397628,JNJ,,,
SWDV,,,,,
NEU,,,,,
JNJ,,,,,
 , , ,,,
JNJ,0,SNCR,,,
JNJ,,,,,
SNCR,,,,,
 , , ,,,
SNCR,0.951063311,CLA,,,
SNCR,,,,,
VSH,,,,,
MNKD,,,,,
YY-MNKD,,,,,
GV,,,,,
CMBR,,,,,
TKNG,,,,,
CLA,,,,,
 , , ,,,
JSME,0,DGHR,,,
JSME,,,,,
DGHR,,,,,
 , , ,,,
DGHR,0.912445534,MPUR,,,
DGHR,,,,,
MHUR,,,,,
SSNT,,,,,
GRMA,,,,,
DPDH,,,,,
CNPI,,,,,
BSKH,,,,,
JAMA,,,,,
MPUR,,,,,
 , , ,,,
IPR,0.670871506,DHWN,,,
IPR,,,,,
KAMR,,,,,
ANGM,,,,,
EKR,,,,,
RPWN,,,,,
JAR,,,,,
HIL,,,,,
XKA,,,,,
KAMA,,,,,
LHNA,,,,,
DYW,,,,,
SGYW,,,,,
DHWN,,,,,
 , , ,,,
DHWN,0.050491977,FUT,,,
DHWN,,,,,
DNWH,,,,,
NARD,,,,,
MCY,,,,,
XGN,,,,,
FUT,,,,,
 , , ,,,
PRNC,6.168571044,SHC,,,
PRNC,,,,,
KTNR,,,,,
ATX,,,,,
SRSI,,,,,
BNKI,,,,,
HPI,,,,,
JNKR,,,,,
RPLY,,,,,
MRIJ,,,,,
DEPI,,,,,
BHTH,,,,,
BDMA,,,,,
DMH,,,,,
MEE,,,,,
BYP,,,,,
KKNH,,,,,
SHC,,,,,
 , , ,,,
RNC,14.80016587,TORI,,,
RNC,,,,,
AOR,,,,,
PIS,,,,,
ITKY,,,,,
TGB,,,,,
NRKP,,,,,
NJA,,,,,
AKZ,,,,,
IRN,,,,,
LAD,,,,,
HBB,,,,,
BICI,,,,,
BODG,,,,,
TORI,,,,,
 , , ,,,
ARA,2.018677185,SSM,,,
ARA,,,,,
UWNR,,,,,
GQN,,,,,
SRMN,,,,,
CRQ,,,,,
NGIM,,,,,
PIRO,,,,,
JKMH,,,,,
NON,,,,,
HSB,,,,,
HBSH,,,,,
BRBH,,,,,
SVPH,,,,,
XBKJ,,,,,
SBPS,,,,,
GAHT,,,,,
GSK,,,,,
MANI,,,,,
BRIH,,,,,
SJV,,,,,
SAHT,,,,,
GNK,,,,,
CKHT,,,,,
BMHT,,,,,
KADH,,,,,
AERH,,,,,
MKHS,,,,,
SSM,,,,,
 , , ,,,
KNCN,0,KSCN,,,
KNCN,,,,,
KSCN,,,,,
 , , ,,,
KSCN,7.688918117,BNVD,,,
KSCN,,,,,
LPJ,,,,,
GOP,,,,,
BNVD,,,,,
 , , ,,,
BNVD,0,JSPR,,,
BNVD,,,,,
JSPR,,,,,
 , , ,,,
JSPR,0,WSJ,,,
JSPR,,,,,
WSJ,,,,,
 , , ,,,
WSJ,1.856209559,PBR,,,
WSJ,,,,,
TRSR,,,,,
SKR,,,,,
RNBD,,,,,
RWO,,,,,
APQ,,,,,
PBR,,,,,
 , , ,,,
LRJC,0,LRJ,,,
LRJC,,,,,
LRJ,,,,,
 , , ,,,
ST,3.987266398,XX-UDNC,,,
ST,,,,,
UDN,,,,,
XX-UDNC,,,,,
 , , ,,,
HSR,7.77872513,JHL,,,
HSR,,,,,
RPHR,,,,,
DNX,,,,,
BFN,,,,,
BXC,,,,,
DULP,,,,,
UKN,,,,,
GJW,,,,,
PLT,,,,,
JPS,,,,,
KUDN,,,,,
